code,description,avg_monthly_q1,april_qty,old_moq,new_moq
BAM002,Bamburi Nguvu,456.6666666666667,0.0,114.16666666666667,114.16666666666667
BAM004,Bamburi Powermax,590.0,30.0,147.5,147.5
BAM005,Bamburi Tembo,6182.333333333333,2257.0,1545.5833333333335,1545.5833333333335
BAR001,Barbed Wire 480m,1.3333333333333333,6.0,0.3333333333333333,1.5
BAR002,Barbed Wire 610m,2.3333333333333335,8.0,0.5833333333333334,2.0
BAS032,Base Sgylw 4l,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
BAS067,Basin & Pedestal,0.0,0.0,0.0,0.0
BAS070,Basin Screw Small,0.0,0.0,0.0,0.0
BAS077,Basin Screw Big,0.0,0.0,0.0,0.0
BED003,Bed Bolts 5,2.3333333333333335,1.0,0.5833333333333334,0.5833333333333334
BED004,Bed Bolts 6,6.333333333333333,2.0,1.5833333333333335,1.5833333333333335
BIN001,Binding Wire 1kg,92.66666666666667,20.0,23.166666666666668,23.166666666666668
BIN002,Binding Wire 17kg,45.0,0.0,11.25,11.25
BIN003,Binding Wire 23kg,13.333333333333334,0.0,3.3333333333333335,3.3333333333333335
BIN005,Binding Wire 15KG,144.0,282.0,36.0,70.5
BLA001,Black Oxide,4.0,0.0,1.0,1.0
BLA002,Black Pipe 1,0.0,0.0,0.0,0.0
BLA003,Black Pipe 11/2,1.0,0.0,0.25,0.25
BLA005,Black Pipe 2,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BLA007,Black Pipe 3/4,0.0,0.0,0.0,0.0
BLA008,Black Pipe 4,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BLA009,Black Sheet 8x4x14g,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
BLA010,Black Sheet 8x4x16g,16.666666666666668,2.0,4.166666666666667,4.166666666666667
BLA011,Black Sheet 8x4x18g(0.8mm),4.0,6.0,1.0,1.5
BLA016,Blanking Cover Double,3.0,4.0,0.75,1.0
BLA017,Blanking Cover Single,3.0,0.0,0.75,0.75
BLA019,BLACKSHEET 8X4X3MM,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
BLO001,Blockboard 1,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
BLO002,Blockboard 3/4,6.333333333333333,1.0,1.5833333333333335,1.5833333333333335
BLU001,Blue Triangle Cement,66.66666666666667,0.0,16.666666666666668,16.666666666666668
BOD007,Bodyfiller 1/2kg,1.6666666666666667,1.0,0.4166666666666667,0.4166666666666667
BOD008,Bodyfiller 1kg,1.6666666666666667,1.0,0.4166666666666667,0.4166666666666667
BOD009,Body filler 2.5kg,1.6666666666666667,2.0,0.4166666666666667,0.5
BOD010,Bodyfiller 4.5kg neo,2.6666666666666665,1.0,0.6666666666666666,0.6666666666666666
BOL002,Bolt & Nut 10x2,11.333333333333334,0.0,2.8333333333333335,2.8333333333333335
BOL003,Bolt & Nut 10x21/2,5.333333333333333,0.0,1.3333333333333333,1.3333333333333333
BOL004,Bolt & Nut 10x3,4.333333333333333,0.0,1.0833333333333333,1.0833333333333333
BOL009,Bolt & Nut No 13,0.0,0.0,0.0,0.0
BOR001,Bordex 1kg,1.0,0.0,0.25,0.25
BOR003,Bordex 300g,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
BOS001,Boss White 200g,1.0,1.0,0.25,0.25
BOS002,Boss White 400g,3.3333333333333335,2.0,0.8333333333333334,0.8333333333333334
BOS007,Bosch Cutting Slim 9,7.333333333333333,0.0,1.833333333333333,1.833333333333333
BOT001,Bottle Trap 11/2 malpine,0.0,0.0,0.0,0.0
BOT002,Bottle Trap 11/4 Malpine,0.0,0.0,0.0,0.0
BOT007,"Magic Connector Plastic 11/2""",1.0,1.0,0.25,0.25
BOT009,"Magic Connector Plastic 11/4""",1.3333333333333333,2.0,0.3333333333333333,0.5
BOT010,Bottle Trap Viega 1 1/4,2.0,2.0,0.5,0.5
BOT011,Bottle Trap Viega 11/2,3.0,1.0,0.75,0.75
BRA001,Construction Net Mtrs,12.666666666666666,21.0,3.166666666666667,5.25
BRC001,Brc 610,2.0,0.0,0.5,0.5
BRC003,Brc A142 Std,21.0,14.0,5.25,5.25
BRC004,Brc A66,1.0,0.0,0.25,0.25
BRC005,Brc A98 Std,8.666666666666666,6.0,2.1666666666666665,2.1666666666666665
BRO001,Broom/Rake Handles,31.666666666666668,23.0,7.916666666666666,7.916666666666666
BRU001,Brush Fixtec 1,5.666666666666667,4.0,1.4166666666666667,1.4166666666666667
BRU002,Brush Fixtec 2,13.666666666666666,4.0,3.4166666666666665,3.4166666666666665
BRU003,Brush Fixtec 3,9.333333333333334,0.0,2.3333333333333335,2.3333333333333335
BRU004,Brush Fixtec 4,14.333333333333334,20.0,3.583333333333333,5.0
BRU005,Brush Fixtec 6,19.333333333333332,12.0,4.833333333333333,4.833333333333333
BRU006,Brush Premium 1,3.0,1.0,0.75,0.75
BRU007,Brush Premium 2,19.666666666666668,22.0,4.916666666666667,5.5
BRU009,Brush Premium 3,12.666666666666666,14.0,3.166666666666667,3.5
BRU010,Brush Premium 4,23.0,11.0,5.75,5.75
BRU011,Brush Premium 5,3.0,10.0,0.75,2.5
BRU012,Brush Premium 6,22.0,21.0,5.5,5.5
BRU013,Brush Fixtec 5,0.0,0.0,0.0,0.0
BUC001,Buckets,41.666666666666664,66.0,10.416666666666666,16.5
BUL001,Bulb Energy Saver Pin 7w,3.0,8.0,0.75,2.0
BUL002,Bulb Energy Saver Pin 9w,10.333333333333334,0.0,2.5833333333333335,2.5833333333333335
BUL003,Bulb Energy Saver Screw 7w,5.0,15.0,1.25,3.75
BUL004,Bulb Eneryg Saver Screw 9w,0.0,0.0,0.0,0.0
BUL007,Bulb Holder Angle,0.0,0.0,0.0,0.0
BUL008,Bulb Holder Ceiling Rose,1.6666666666666667,0.0,0.4166666666666667,0.4166666666666667
BUL010,Bulb Holder Screw,0.0,0.0,0.0,0.0
BUL011,Bulb Holder Straight,9.333333333333334,0.0,2.3333333333333335,2.3333333333333335
BUL012,Bulbs 100w,0.0,0.0,0.0,0.0
BUL013,Bulbs 40w,0.0,0.0,0.0,0.0
BUL014,Bulbs 60w,0.0,0.0,0.0,0.0
BUL015,Bulk Head Fitting,0.0,0.0,0.0,0.0
BUS001,"Bush JK 1""",0.6666666666666666,4.0,0.16666666666666666,1.0
BUS002,"Bush JK 1/2""",0.0,2.0,0.0,0.5
BUS005,"Bush JK 3/4""",7.0,3.0,1.75,1.75
BUS008,Bush Ball 11/4x4,1.6666666666666667,10.0,0.4166666666666667,2.5
BUS009,Bush Ball 1x4,26.666666666666668,12.0,6.666666666666667,6.666666666666667
BUS010,Bush Ball 3/4x4,4.666666666666667,4.0,1.1666666666666667,1.1666666666666667
BUS015,Bush Smooth 1,15.0,4.0,3.75,3.75
BUS016,Bush Smooth 11/2,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
BUS017,Bush Smooth 11/4,7.666666666666667,6.0,1.916666666666667,1.916666666666667
BUS018,Bush Smooth 3/4,8.666666666666666,4.0,2.1666666666666665,2.1666666666666665
BUS019,Bush smooth 1/2,12.0,0.0,3.0,3.0
BUT001,Butterfly Bush 1',6.333333333333333,0.0,1.5833333333333335,1.5833333333333335
BUT004,Button Door,0.0,0.0,0.0,0.0
BUT005,Butterfly Bush 3/4,3.6666666666666665,0.0,0.9166666666666665,0.9166666666666665
BUT006,"Butterfly Bush 1"" imported",20.333333333333332,62.0,5.083333333333333,15.5
BUT007,"Butterfly Bush 3/4"" imported",10.666666666666666,71.0,2.6666666666666665,17.75
C/ 004,C/ Transeal 1l,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
C/ 005,C/ Transeal 4l,2.6666666666666665,5.0,0.6666666666666666,1.25
C/ 006,C/ Varnish Stain Mah 1l,0.3333333333333333,3.0,0.08333333333333333,0.75
C/ 007,C/ Varnish Stain Mah 4l,0.0,0.0,0.0,0.0
C/E001,C/S/G Aqua Glow Accent 4l,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
C/E004,C/E Covermatt White 1l,7.333333333333333,6.0,1.833333333333333,1.833333333333333
C/E005,C/E Covermatt White 20l,27.0,51.0,6.75,12.75
C/E006,C/E Covermatt White 4l,14.0,15.0,3.5,3.75
C/E007,C/E Matt Accent Base 1l,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
C/E008,C/E Matt Accent Base 20l,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
C/E009,C/E Matt Accent Base 4l,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
C/E014,C/E Matt Black 4l,0.3333333333333333,3.0,0.08333333333333333,0.75
C/E015,C/E Matt Deep Base 1l,0.0,0.0,0.0,0.0
C/E016,C/E Matt Deep Base 20l,0.0,0.0,0.0,0.0
C/E017,C/E Matt Deep Base 4l,0.0,1.0,0.0,0.25
C/E018,C/E Matt Pastel Base 1l,2.3333333333333335,4.0,0.5833333333333334,1.0
C/E019,C/E Matt Pastel Base 20l,4.333333333333333,5.0,1.0833333333333333,1.25
C/E020,C/E Matt Pastel Base 4l,5.333333333333333,7.0,1.3333333333333333,1.75
C/E025,C/E Silicon Accent Base 1l,1.6666666666666667,6.0,0.4166666666666667,1.5
C/E026,C/E Silicon Accent Base 20l,2.0,0.0,0.5,0.5
C/E027,C/E Silicon Accent Base 4l,3.3333333333333335,7.0,0.8333333333333334,1.75
C/E029,C/E Silicon B/White 20l,1.6666666666666667,0.0,0.4166666666666667,0.4166666666666667
C/E030,C/E Silicon B/White 4l,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
C/E031,C/E Silicon Black 1l,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
C/E032,C/E Silicon Black 4l,1.0,1.0,0.25,0.25
C/E033,C/E Silicon Deep Base 1l,2.3333333333333335,0.0,0.5833333333333334,0.5833333333333334
C/E034,C/E Silicon Deep Base 20l,0.0,4.0,0.0,1.0
C/E035,C/E Silicon Deep Base 4l,2.3333333333333335,0.0,0.5833333333333334,0.5833333333333334
C/E036,C/E Silicon Pastel Base 1l,6.333333333333333,2.0,1.5833333333333335,1.5833333333333335
C/E037,C/E Silicon Pastel Base 20l,8.0,8.0,2.0,2.0
C/E038,C/E Silicon Pastel Base 4l,7.0,6.0,1.75,1.75
C/E040,C/E Silk Accent Base 1l,2.3333333333333335,8.0,0.5833333333333334,2.0
C/E041,C/E Silk Accent Base 20l,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
C/E042,C/E Silk Accent Base 4l,2.6666666666666665,1.0,0.6666666666666666,0.6666666666666666
C/E044,C/E Silk Deep Base 1l,2.6666666666666665,7.0,0.6666666666666666,1.75
C/E045,C/E Silk Deep Base 20l,0.6666666666666666,1.0,0.16666666666666666,0.25
C/E046,C/E Silk Deep Base 4l,1.0,9.0,0.25,2.25
C/E047,C/E Silk Pastel Base 1l,9.666666666666666,20.0,2.4166666666666665,5.0
C/E048,C/E Silk Pastel Base 20l,6.666666666666667,24.0,1.6666666666666667,6.0
C/E049,C/E Silk Pastel Base 4l,18.333333333333332,36.0,4.583333333333333,9.0
C/S002,C/S/G Accent Base 4l,8.0,2.0,2.0,2.0
C/S003,C/S/G Accent Base 1l,10.666666666666666,6.0,2.6666666666666665,2.6666666666666665
C/S009,C/S/G Black 1l,6.0,1.0,1.5,1.5
C/S010,C/S/G Black BITUMINOUS 4l,2.3333333333333335,0.0,0.5833333333333334,0.5833333333333334
C/S011,C/S/G Black Board Paint 4l,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
C/S012,C/S/G C/Varnish H/G 1l,5.0,2.0,1.25,1.25
C/S013,C/S/G C/Varnish H/G 4l,9.666666666666666,15.0,2.4166666666666665,3.75
C/S014,C/S/G Clear Varnish Matt 1l,0.3333333333333333,1.0,0.08333333333333333,0.25
C/S016,C/S/G Clear Varnish Nc 4l,0.6666666666666666,1.0,0.16666666666666666,0.25
C/S017,C/S/G Deep Base 1l,1.0,4.0,0.25,1.0
C/S018,C/S/G Deep Base 4l,0.6666666666666666,4.0,0.16666666666666666,1.0
C/S020,C/S/G Eggshell Accent Base 1l,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
C/S021,C/S/G Eggshell Accent Base 4l,0.0,1.0,0.0,0.25
C/S022,C/S/G Eggshell Black 1l,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
C/S023,C/S/G Eggshell Black 4l,0.0,3.0,0.0,0.75
C/S024,C/S/G Eggshell Deep Base 1l,0.0,0.0,0.0,0.0
C/S025,C/S/G Eggshell Deep Base 4l,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
C/S026,C/S/G Eggshell Pastel 1l,0.0,0.0,0.0,0.0
C/S027,C/S/G Eggshell Pastel 4l,0.6666666666666666,1.0,0.16666666666666666,0.25
C/S029,C/S/G Floor Paint Red Oxide 1l,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
C/S031,C/S/G Floor Paint Red Oxide 4L,0.0,0.0,0.0,0.0
C/S037,C/S/G Clear Varnish Matt 4l,1.0,6.0,0.25,1.5
C/S038,C/S/G Matt Finish Black 1l,3.0,3.0,0.75,0.75
C/S039,C/S/G Matt Finish Black 4l,2.6666666666666665,1.0,0.6666666666666666,0.6666666666666666
C/S041,C/S/G Mulipurpose Varnish 1,0.3333333333333333,3.0,0.08333333333333333,0.75
C/S042,C/S/G Mulipurpose Varnish 4,0.0,0.0,0.0,0.0
C/S043,C/S/G Nc Clear Lacquer 1l,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
C/S044,C/S/G Nc Clear Lacquer 4l,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
C/S046,C/S/G Pastel Base 1l,7.666666666666667,3.0,1.916666666666667,1.916666666666667
C/S047,C/S/G Pastel Base 4l,11.333333333333334,14.0,2.8333333333333335,3.5
C/S048,C/S/G Roadline White 4l,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
C/S050,C/S/G Roadline Yellow 4l,0.0,2.0,0.0,0.5
C/S053,C/S/G Roof Green 4l,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
C/S058,C/S/G Ruff & Tuff 30l-Normal,18.666666666666668,6.0,4.666666666666667,4.666666666666667
C/S059,C/S/G S/White 1l,0.0,0.0,0.0,0.0
C/S061,C/S/G Sanding Sealer 1l,3.6666666666666665,8.0,0.9166666666666665,2.0
C/S062,C/S/G Sanding Sealer 4l,9.333333333333334,34.0,2.3333333333333335,8.5
C/S068,C/S/G Thinner For Roadline 5L,1.0,0.0,0.25,0.25
C/S069,C/S/G Twopack Thinner 1l,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
C/S070,C/S/G Twopack Thinner 5l,3.0,0.0,0.75,0.75
C/S071,C/S/G Twopack V/Gloss 1l,0.6666666666666666,1.0,0.16666666666666666,0.25
C/S072,C/S/G Twopack V/Gloss 4l,0.3333333333333333,1.0,0.08333333333333333,0.25
C/S074,C/S/G Twopack V/Matt 4l,0.0,0.0,0.0,0.0
C/S075,C/S/G Undercoat 1l,3.3333333333333335,3.0,0.8333333333333334,0.8333333333333334
C/S076,C/S/G Undercoat 4l,5.0,14.0,1.25,3.5
C/S077,C/S/G Varnish Mahogany 1L,1.6666666666666667,1.0,0.4166666666666667,0.4166666666666667
C/S078,C/S/G Vesta Black 1l,1.0,0.0,0.25,0.25
C/S079,C/S/G Vesta Black 4l,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
C/S081,C/S/G Vesta Grey Oxide 1l-primer,8.333333333333334,1.0,2.0833333333333335,2.0833333333333335
C/S083,C/S/G Vesta Red Oxide 1l,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
C/S084,C/S/G Vesta Red Oxide 4l,0.3333333333333333,2.0,0.08333333333333333,0.5
C/S086,C/S/G Vesta White 1l,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
C/S087,C/S/G Vesta White 4l,0.0,1.0,0.0,0.25
C/S089,C/S/G Wood Primer White 4l,0.0,0.0,0.0,0.0
CAB001,Cable Clips 10mm,4.666666666666667,0.0,1.1666666666666667,1.1666666666666667
CAB002,Cable Clips 12mm,1.3333333333333333,2.0,0.3333333333333333,0.5
CAB003,Cable Clips 9mm,0.3333333333333333,4.0,0.08333333333333333,1.0
CAB005,Cable Clips Round 10mm,3.6666666666666665,1.0,0.9166666666666665,0.9166666666666665
CAB006,Cable Ties 10,3.6666666666666665,1.0,0.9166666666666665,0.9166666666666665
CAB007,Cable Ties 12,2.3333333333333335,0.0,0.5833333333333334,0.5833333333333334
CAB008,Cable Ties 14,2.3333333333333335,3.0,0.5833333333333334,0.75
CAB009,Cable Ties 6,3.6666666666666665,1.0,0.9166666666666665,0.9166666666666665
CAB010,Cable Ties 8,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
CAB011,Cable Ties Pcs,22.0,17.0,5.5,5.5
CAB014,Cable Clips 8mm,0.0,0.0,0.0,0.0
CAL001,Caliper,0.0,0.0,0.0,0.0
CAR004,Carpet Brush,2.3333333333333335,6.0,0.5833333333333334,1.5
CEA001,C/S/G Aqua Glow Pastel 4L,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
CEC001,C/E Covermatt Pastel 20l,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
CEI001,Ceiling Board Flowered,6.0,0.0,1.5,1.5
CEI002,Ceiling Board Plain,1.3333333333333333,4.0,0.3333333333333333,1.0
CEM001,Cement In Kgs,118.13333333333333,99.0,29.53333333333333,29.53333333333333
CEN001,Center Stopper,10.666666666666666,10.0,2.6666666666666665,2.6666666666666665
CER001,Ceramic Cistern,0.0,0.0,0.0,0.0
CER003,Cerrazo 5l,2.0,0.0,0.5,0.5
CEV002,C/S/G Vesta Primer Grey Oxide 4l,20.0,19.0,5.0,5.0
CHA001,Chain 1/4,1.3333333333333333,2.0,0.3333333333333333,0.5
CHA002,Chain 3/16,2.0,2.0,0.5,0.5
CHA005,Chain Link 4ft,1.6666666666666667,3.0,0.4166666666666667,0.75
CHA006,Chain Link 5ft,0.6666666666666666,12.0,0.16666666666666666,3.0
CHA007,Chain Link 6ft,5.0,1.0,1.25,1.25
CHA008,Chain Link 7ft,1.6666666666666667,1.0,0.4166666666666667,0.4166666666666667
CHA009,Chain Link 8ft,2.6666666666666665,6.0,0.6666666666666666,1.5
CHA011,Chair Rubber Square 1,0.0,0.0,0.0,0.0
CHA012,Chair Rubber Square 2,0.0,0.0,0.0,0.0
CHA014,Chalk pcs,80.0,244.0,20.0,61.0
CHA015,Chalk Line,1.0,0.0,0.25,0.25
CHA016,Chalk Carton,7.0,9.0,1.75,2.25
CHA017,Chalk Pkt,0.0,0.0,0.0,0.0
CHE001,Chequered Plate 16g,0.0,0.0,0.0,0.0
CHI001,Chicken Wire 1/2x30 MTRS,18.333333333333332,0.0,4.583333333333333,4.583333333333333
CHI004,Chicken Wire Roll 1/2x30,18.666666666666668,18.0,4.666666666666667,4.666666666666667
CHI006,MDF Particle White,1.6666666666666667,0.0,0.4166666666666667,0.4166666666666667
CHI009,Chisel 3/4,0.0,0.0,0.0,0.0
CHR001,Chrome Brackets 1,5.0,0.0,1.25,1.25
CHR003,Chrome Brackets 3/4,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
CHR004,Chrome Pipe 1,2.3333333333333335,0.0,0.5833333333333334,0.5833333333333334
CHR005,Chrome Pipe 3/4,0.0,0.0,0.0,0.0
CIR002,Circular Blade 4.5,1.6666666666666667,1.0,0.4166666666666667,0.4166666666666667
CIR003,Circular Blade 7,1.3333333333333333,4.0,0.3333333333333333,1.0
CIR004,Circular Blade 9,5.333333333333333,1.0,1.3333333333333333,1.3333333333333333
CIR005,Circular Box 1way 25mm,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
CIR006,Circular Box 2way,1.6666666666666667,0.0,0.4166666666666667,0.4166666666666667
CIR007,Circular Box 3way 20mm,20.666666666666668,10.0,5.166666666666667,5.166666666666667
CIR008,Circular Box 3way 25mm,12.0,0.0,3.0,3.0
CIR009,Circular Box 4way 20mm,191.66666666666666,284.0,47.916666666666664,71.0
CIR010,Circular Box 4way 25mm,12.333333333333334,67.0,3.083333333333334,16.75
CIR011,Circular Box 1 way 20MM,0.0,3.0,0.0,0.75
CIS001,Cistern Ball Valve,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
CIS005,Cistern Low Lever,0.0,0.0,0.0,0.0
CIS006,Cistern Top Flush,1.0,2.0,0.25,0.5
CLA001,Claw Bar 4ft,2.6666666666666665,6.0,0.6666666666666666,1.5
CLA002,Claw Bar 5ft,1.6666666666666667,1.0,0.4166666666666667,0.4166666666666667
CLA003,Claw Bar 6ft,3.0,0.0,0.75,0.75
CLE001,Cleanox 1l,0.3333333333333333,1.0,0.08333333333333333,0.25
CLE004,Clear Tape Big,6.0,6.0,1.5,1.5
CLO001,Close Couple Ball Valve,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
CLO004,Close Couple Set,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
COA001,Coast Calcium,52.0,13.0,13.0,13.0
COA002,Coat Hook Double,0.0,0.0,0.0,0.0
COA003,Coat Hook Single,0.0,0.0,0.0,0.0
COF001,Coffee Tray Roll,0.3333333333333333,1.0,0.08333333333333333,0.25
COF002,Coffee Tray Mtrs,3.8333333333333335,15.0,0.9583333333333335,3.75
COL001,Colorant Ext Orange,0.0,0.0,0.0,0.0
COL004,Colorant Fast Black,8.666666666666666,0.0,2.1666666666666665,2.1666666666666665
COL005,Colorant Fast Blue,1.0,0.0,0.25,0.25
COL006,Colorant Fast Green,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
COL007,Colorant Fast Magenta,3.6666666666666665,0.0,0.9166666666666665,0.9166666666666665
COL008,Colorant Fast Red Oxide,1.0,0.0,0.25,0.25
COL009,Colorant Fast Violet,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
COL010,Colorant Fast Yellow Oxide,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
COL011,Colorant Ht Blue,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
COL013,Colorant Ht White,7.333333333333333,0.0,1.833333333333333,1.833333333333333
COL016,Colorant Tmed Yellow,1.0,0.0,0.25,0.25
COM001,Complete Hinges 1,3.0,0.0,0.75,0.75
CON001,Conduit 20mm,84.33333333333333,0.0,21.083333333333332,21.083333333333332
CON002,Conduit 25mm,28.0,0.0,7.0,7.0
CON003,Conduit 32mm,3.6666666666666665,0.0,0.9166666666666665,0.9166666666666665
CON004,Conduit 38mm,1.0,4.0,0.25,1.0
CON006,Conduit Metro 20mm,886.3333333333334,651.0,221.58333333333334,221.58333333333334
CON007,Conduit Metro 25mm,164.33333333333334,293.0,41.083333333333336,73.25
CON008,Conduit Metro 32mm,62.333333333333336,16.0,15.583333333333334,15.583333333333334
CON009,Conduit Metro 38mm,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
CON010,Conduit Metro 50mm,12.666666666666666,13.0,3.166666666666667,3.25
CON012,Construction Net,4.0,6.0,1.0,1.5
CON013,Consumer Unit 10way,2.0,0.0,0.5,0.5
CON014,Consumer Unit 14way,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
CON015,Consumer Unit 4way,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
CON016,Consumer Unit 6way,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
CON017,Consumer Unit 8way,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666
CON021,Conta 1/2kg,1.6666666666666667,3.0,0.4166666666666667,0.75
CON022,Conta 1/4kg,2.3333333333333335,3.0,0.5833333333333334,0.75
CON023,Conta 100ml,0.6666666666666666,4.0,0.16666666666666666,1.0
CON024,Conta 1kg,1.3333333333333333,4.0,0.3333333333333333,1.0
CON025,Conta 4kg,2.3333333333333335,5.0,0.5833333333333334,1.25
CON026,Conta 50ml,2.6666666666666665,5.0,0.6666666666666666,1.25
CON028,Consumer Unit 12way,0.0,0.0,0.0,0.0
COO002,Cooker Unit Socket,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333
COR004,Corner Strip Aluminium,28.666666666666668,0.0,7.166666666666666,7.166666666666666
COR006,Corner Strip Gold,0.0,0.0,0.0,0.0
COR007,Corner Strip L Shaped,44.333333333333336,164.0,11.083333333333334,41.0
COR008,Corner Strip Plastic White,0.6666666666666666,1.0,0.16666666666666666,0.25
